Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","056","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","40.91","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","40.08","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","68.8","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","67.23","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2182","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2112","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","43.8","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","39.94","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","45.1","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","45.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2505","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2557","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","52.02","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","55.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","43.31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","48.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2782","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","58.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","064","Bhoutan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","43.24","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","1878","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","1896","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","37.31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","38.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","26.15","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","068","Bolivie (État plurinational de)","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2903","Produits Vegetaux","2019","2019","g/personne/jour","26.05","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2018","2018","Kcal/personne/jour","2699","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2903","Produits Vegetaux","2019","2019","Kcal/personne/jour","2693","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","070","Bosnie-Herzégovine","674","Disponibilité de protéines en quantité (g/personne/jour)","S2903","Produits Vegetaux","2018","2018","g/personne/jour","68.22","E","Valeur estimée"
